"COU","Country","VAR","Variable","CO2","Country of origin","YEA","Year","Value","Flag Codes","Flags"
"SVK","Slovak Republic","DTRD","Domestically-trained doctors","TOT","Total","2011","2011",12125,,
"SVK","Slovak Republic","FTDS","Foreign-trained doctors - Stock","TOT","Total","2010","2010",436,,
"SVK","Slovak Republic","FTDS","Foreign-trained doctors - Stock","TOT","Total","2011","2011",506,,
"SVK","Slovak Republic","SFTD","% of foreign-trained doctors","TOT","Total","2010","2010",2.63,,
"SVK","Slovak Republic","SFTD","% of foreign-trained doctors","TOT","Total","2011","2011",2.994,,
"ESP","Spain","TNBD","Total number of doctors","TOT","Total","2011","2011",207042,,
"ESP","Spain","DTRD","Domestically-trained doctors","TOT","Total","2011","2011",187580,,
"ESP","Spain","FTDS","Foreign-trained doctors - Stock","TOT","Total","2011","2011",19462,,
"ESP","Spain","SFTD","% of foreign-trained doctors","TOT","Total","2011","2011",9.4,,
"ESP","Spain","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2011","2011",3192,,
"ESP","Spain","TNBN","Total number of nurses","TOT","Total","2011","2011",250277,,
"ESP","Spain","DTRN","Domestically-trained nurses","TOT","Total","2011","2011",245030,,
"ESP","Spain","FTNS","Foreign-trained nurses - Stock","TOT","Total","2011","2011",5247,,
"ESP","Spain","SFTN","% of foreign-trained nurses","TOT","Total","2011","2011",2.096,,
"ESP","Spain","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2011","2011",415,,
"SWE","Sweden","TNBD","Total number of doctors","TOT","Total","2000","2000",27502,,
"SWE","Sweden","TNBD","Total number of doctors","TOT","Total","2001","2001",28472,,
"SWE","Sweden","TNBD","Total number of doctors","TOT","Total","2002","2002",29463,,
"SWE","Sweden","TNBD","Total number of doctors","TOT","Total","2003","2003",30313,,
"SWE","Sweden","TNBD","Total number of doctors","TOT","Total","2004","2004",31006,,
"SWE","Sweden","TNBD","Total number of doctors","TOT","Total","2005","2005",31816,,
"SWE","Sweden","TNBD","Total number of doctors","TOT","Total","2006","2006",32802,,
"SWE","Sweden","TNBD","Total number of doctors","TOT","Total","2007","2007",33770,,
"SWE","Sweden","TNBD","Total number of doctors","TOT","Total","2008","2008",34577,,
"SWE","Sweden","TNBD","Total number of doctors","TOT","Total","2009","2009",35536,,
"SWE","Sweden","TNBD","Total number of doctors","TOT","Total","2010","2010",36478,,
"SWE","Sweden","TNBD","Total number of doctors","TOT","Total","2011","2011",37422,,
"SWE","Sweden","TNBD","Total number of doctors","TOT","Total","2012","2012",38144,,
"SWE","Sweden","DTRD","Domestically-trained doctors","TOT","Total","2000","2000",23675,,
"SWE","Sweden","DTRD","Domestically-trained doctors","TOT","Total","2001","2001",24238,,
"SWE","Sweden","DTRD","Domestically-trained doctors","TOT","Total","2002","2002",24794,,
"SWE","Sweden","DTRD","Domestically-trained doctors","TOT","Total","2003","2003",25272,,
"SWE","Sweden","DTRD","Domestically-trained doctors","TOT","Total","2004","2004",25578,,
"SWE","Sweden","DTRD","Domestically-trained doctors","TOT","Total","2005","2005",25950,,
"SWE","Sweden","DTRD","Domestically-trained doctors","TOT","Total","2006","2006",26481,,
"SWE","Sweden","DTRD","Domestically-trained doctors","TOT","Total","2007","2007",26908,,
"SWE","Sweden","DTRD","Domestically-trained doctors","TOT","Total","2008","2008",27117,,
"SWE","Sweden","DTRD","Domestically-trained doctors","TOT","Total","2009","2009",27538,,
"SWE","Sweden","DTRD","Domestically-trained doctors","TOT","Total","2010","2010",27926,,
"SWE","Sweden","DTRD","Domestically-trained doctors","TOT","Total","2011","2011",28392,,
"SWE","Sweden","DTRD","Domestically-trained doctors","TOT","Total","2012","2012",28861,,
"SWE","Sweden","FTDS","Foreign-trained doctors - Stock","TOT","Total","2000","2000",3827,,
"SWE","Sweden","FTDS","Foreign-trained doctors - Stock","TOT","Total","2001","2001",4234,,
"SWE","Sweden","FTDS","Foreign-trained doctors - Stock","TOT","Total","2002","2002",4669,,
"SWE","Sweden","FTDS","Foreign-trained doctors - Stock","TOT","Total","2003","2003",5041,,
"SWE","Sweden","FTDS","Foreign-trained doctors - Stock","TOT","Total","2004","2004",5428,,
"SWE","Sweden","FTDS","Foreign-trained doctors - Stock","TOT","Total","2005","2005",5866,,
"SWE","Sweden","FTDS","Foreign-trained doctors - Stock","TOT","Total","2006","2006",6321,,
"SWE","Sweden","FTDS","Foreign-trained doctors - Stock","TOT","Total","2007","2007",6862,,
"SWE","Sweden","FTDS","Foreign-trained doctors - Stock","TOT","Total","2008","2008",7460,,
"SWE","Sweden","FTDS","Foreign-trained doctors - Stock","TOT","Total","2009","2009",7998,,
"SWE","Sweden","FTDS","Foreign-trained doctors - Stock","TOT","Total","2010","2010",8552,,
"SWE","Sweden","FTDS","Foreign-trained doctors - Stock","TOT","Total","2011","2011",9030,,
"SWE","Sweden","FTDS","Foreign-trained doctors - Stock","TOT","Total","2012","2012",9283,,
"SWE","Sweden","NFTD","- of which native-born but foreign-trained (doctors)","TOT","Total","2000","2000",317,,
"SWE","Sweden","NFTD","- of which native-born but foreign-trained (doctors)","TOT","Total","2001","2001",335,,
"SWE","Sweden","NFTD","- of which native-born but foreign-trained (doctors)","TOT","Total","2002","2002",349,,
"SWE","Sweden","NFTD","- of which native-born but foreign-trained (doctors)","TOT","Total","2003","2003",358,,
"SWE","Sweden","NFTD","- of which native-born but foreign-trained (doctors)","TOT","Total","2004","2004",368,,
"SWE","Sweden","NFTD","- of which native-born but foreign-trained (doctors)","TOT","Total","2005","2005",395,,
"SWE","Sweden","NFTD","- of which native-born but foreign-trained (doctors)","TOT","Total","2006","2006",414,,
"SWE","Sweden","NFTD","- of which native-born but foreign-trained (doctors)","TOT","Total","2007","2007",445,,
"SWE","Sweden","NFTD","- of which native-born but foreign-trained (doctors)","TOT","Total","2008","2008",505,,
"SWE","Sweden","NFTD","- of which native-born but foreign-trained (doctors)","TOT","Total","2009","2009",566,,
"SWE","Sweden","NFTD","- of which native-born but foreign-trained (doctors)","TOT","Total","2010","2010",650,,
"SWE","Sweden","NFTD","- of which native-born but foreign-trained (doctors)","TOT","Total","2011","2011",732,,
"SWE","Sweden","NFTD","- of which native-born but foreign-trained (doctors)","TOT","Total","2012","2012",854,,
"SWE","Sweden","SFTD","% of foreign-trained doctors","TOT","Total","2000","2000",13.915,,
"SWE","Sweden","SFTD","% of foreign-trained doctors","TOT","Total","2001","2001",14.871,,
"SWE","Sweden","SFTD","% of foreign-trained doctors","TOT","Total","2002","2002",15.847,,
"SWE","Sweden","SFTD","% of foreign-trained doctors","TOT","Total","2003","2003",16.63,,
"SWE","Sweden","SFTD","% of foreign-trained doctors","TOT","Total","2004","2004",17.506,,
"SWE","Sweden","SFTD","% of foreign-trained doctors","TOT","Total","2005","2005",18.437,,
"SWE","Sweden","SFTD","% of foreign-trained doctors","TOT","Total","2006","2006",19.27,,
"SWE","Sweden","SFTD","% of foreign-trained doctors","TOT","Total","2007","2007",20.32,,
"SWE","Sweden","SFTD","% of foreign-trained doctors","TOT","Total","2008","2008",21.575,,
"SWE","Sweden","SFTD","% of foreign-trained doctors","TOT","Total","2009","2009",22.507,,
"SWE","Sweden","SFTD","% of foreign-trained doctors","TOT","Total","2010","2010",23.444,,
"SWE","Sweden","SFTD","% of foreign-trained doctors","TOT","Total","2011","2011",24.13,,
"SWE","Sweden","SFTD","% of foreign-trained doctors","TOT","Total","2012","2012",24.337,,
"SWE","Sweden","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2000","2000",301,,
"SWE","Sweden","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2001","2001",455,,
"SWE","Sweden","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2002","2002",482,,
"SWE","Sweden","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2003","2003",498,,
"SWE","Sweden","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2004","2004",584,,
"SWE","Sweden","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2005","2005",550,,
"SWE","Sweden","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2006","2006",650,,
"SWE","Sweden","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2007","2007",758,,
"SWE","Sweden","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2008","2008",814,,
"SWE","Sweden","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2009","2009",764,,
"SWE","Sweden","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2010","2010",736,,
"SWE","Sweden","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2011","2011",637,,
"SWE","Sweden","TNBN","Total number of nurses","TOT","Total","2000","2000",88302,,
"SWE","Sweden","TNBN","Total number of nurses","TOT","Total","2001","2001",89745,,
"SWE","Sweden","TNBN","Total number of nurses","TOT","Total","2002","2002",91913,,
"SWE","Sweden","TNBN","Total number of nurses","TOT","Total","2003","2003",93255,,
"SWE","Sweden","TNBN","Total number of nurses","TOT","Total","2004","2004",94816,,
"SWE","Sweden","TNBN","Total number of nurses","TOT","Total","2005","2005",96966,,
"SWE","Sweden","TNBN","Total number of nurses","TOT","Total","2006","2006",98905,,
"SWE","Sweden","TNBN","Total number of nurses","TOT","Total","2007","2007",100646,,
"SWE","Sweden","TNBN","Total number of nurses","TOT","Total","2008","2008",101752,,
"SWE","Sweden","TNBN","Total number of nurses","TOT","Total","2009","2009",102596,,
"SWE","Sweden","TNBN","Total number of nurses","TOT","Total","2010","2010",104119,,
"SWE","Sweden","TNBN","Total number of nurses","TOT","Total","2011","2011",105140,,
"SWE","Sweden","TNBN","Total number of nurses","TOT","Total","2012","2012",106176,,
"SWE","Sweden","DTRN","Domestically-trained nurses","TOT","Total","2000","2000",85944,,
"SWE","Sweden","DTRN","Domestically-trained nurses","TOT","Total","2001","2001",87245,,
"SWE","Sweden","DTRN","Domestically-trained nurses","TOT","Total","2002","2002",89260,,
"SWE","Sweden","DTRN","Domestically-trained nurses","TOT","Total","2003","2003",90512,,
"SWE","Sweden","DTRN","Domestically-trained nurses","TOT","Total","2004","2004",92035,,
"SWE","Sweden","DTRN","Domestically-trained nurses","TOT","Total","2005","2005",94170,,
"SWE","Sweden","DTRN","Domestically-trained nurses","TOT","Total","2006","2006",96116,,
"SWE","Sweden","DTRN","Domestically-trained nurses","TOT","Total","2007","2007",97827,,
"SWE","Sweden","DTRN","Domestically-trained nurses","TOT","Total","2008","2008",98911,,
"SWE","Sweden","DTRN","Domestically-trained nurses","TOT","Total","2009","2009",99745,,
"SWE","Sweden","DTRN","Domestically-trained nurses","TOT","Total","2010","2010",101261,,
"SWE","Sweden","DTRN","Domestically-trained nurses","TOT","Total","2011","2011",102259,,
"SWE","Sweden","DTRN","Domestically-trained nurses","TOT","Total","2012","2012",103294,,
"SWE","Sweden","FTNS","Foreign-trained nurses - Stock","TOT","Total","2000","2000",2358,,
"SWE","Sweden","FTNS","Foreign-trained nurses - Stock","TOT","Total","2001","2001",2500,,
"SWE","Sweden","FTNS","Foreign-trained nurses - Stock","TOT","Total","2002","2002",2653,,
"SWE","Sweden","FTNS","Foreign-trained nurses - Stock","TOT","Total","2003","2003",2743,,
"SWE","Sweden","FTNS","Foreign-trained nurses - Stock","TOT","Total","2004","2004",2781,,
"SWE","Sweden","FTNS","Foreign-trained nurses - Stock","TOT","Total","2005","2005",2796,,
"SWE","Sweden","FTNS","Foreign-trained nurses - Stock","TOT","Total","2006","2006",2789,,
"SWE","Sweden","FTNS","Foreign-trained nurses - Stock","TOT","Total","2007","2007",2819,,
"SWE","Sweden","FTNS","Foreign-trained nurses - Stock","TOT","Total","2008","2008",2841,,
"SWE","Sweden","FTNS","Foreign-trained nurses - Stock","TOT","Total","2009","2009",2851,,
"SWE","Sweden","FTNS","Foreign-trained nurses - Stock","TOT","Total","2010","2010",2858,,
"SWE","Sweden","FTNS","Foreign-trained nurses - Stock","TOT","Total","2011","2011",2881,,
"SWE","Sweden","FTNS","Foreign-trained nurses - Stock","TOT","Total","2012","2012",2882,,
"SWE","Sweden","NFTN","- of which native-born but foreign-trained (nurses)","TOT","Total","2000","2000",150,,
"SWE","Sweden","NFTN","- of which native-born but foreign-trained (nurses)","TOT","Total","2001","2001",158,,
"SWE","Sweden","NFTN","- of which native-born but foreign-trained (nurses)","TOT","Total","2002","2002",175,,
"SWE","Sweden","NFTN","- of which native-born but foreign-trained (nurses)","TOT","Total","2003","2003",183,,
"SWE","Sweden","NFTN","- of which native-born but foreign-trained (nurses)","TOT","Total","2004","2004",195,,
"SWE","Sweden","NFTN","- of which native-born but foreign-trained (nurses)","TOT","Total","2005","2005",207,,
"SWE","Sweden","NFTN","- of which native-born but foreign-trained (nurses)","TOT","Total","2006","2006",211,,
"SWE","Sweden","NFTN","- of which native-born but foreign-trained (nurses)","TOT","Total","2007","2007",231,,
"SWE","Sweden","NFTN","- of which native-born but foreign-trained (nurses)","TOT","Total","2008","2008",245,,
"SWE","Sweden","NFTN","- of which native-born but foreign-trained (nurses)","TOT","Total","2009","2009",251,,
"SWE","Sweden","NFTN","- of which native-born but foreign-trained (nurses)","TOT","Total","2010","2010",262,,
"SWE","Sweden","NFTN","- of which native-born but foreign-trained (nurses)","TOT","Total","2011","2011",274,,
"SWE","Sweden","NFTN","- of which native-born but foreign-trained (nurses)","TOT","Total","2012","2012",272,,
"SWE","Sweden","SFTN","% of foreign-trained nurses","TOT","Total","2000","2000",2.67,,
"SWE","Sweden","SFTN","% of foreign-trained nurses","TOT","Total","2001","2001",2.786,,
"SWE","Sweden","SFTN","% of foreign-trained nurses","TOT","Total","2002","2002",2.886,,
"SWE","Sweden","SFTN","% of foreign-trained nurses","TOT","Total","2003","2003",2.941,,
"SWE","Sweden","SFTN","% of foreign-trained nurses","TOT","Total","2004","2004",2.933,,
"SWE","Sweden","SFTN","% of foreign-trained nurses","TOT","Total","2005","2005",2.883,,
"SWE","Sweden","SFTN","% of foreign-trained nurses","TOT","Total","2006","2006",2.82,,
"SWE","Sweden","SFTN","% of foreign-trained nurses","TOT","Total","2007","2007",2.801,,
"SWE","Sweden","SFTN","% of foreign-trained nurses","TOT","Total","2008","2008",2.792,,
"SWE","Sweden","SFTN","% of foreign-trained nurses","TOT","Total","2009","2009",2.779,,
"SWE","Sweden","SFTN","% of foreign-trained nurses","TOT","Total","2010","2010",2.745,,
"SWE","Sweden","SFTN","% of foreign-trained nurses","TOT","Total","2011","2011",2.74,,
"SWE","Sweden","SFTN","% of foreign-trained nurses","TOT","Total","2012","2012",2.714,,
"SWE","Sweden","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2000","2000",291,,
"SWE","Sweden","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2001","2001",257,,
"SWE","Sweden","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2002","2002",228,,
"SWE","Sweden","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2003","2003",234,,
"SWE","Sweden","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2004","2004",169,,
"SWE","Sweden","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2005","2005",132,,
"SWE","Sweden","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2006","2006",121,,
"SWE","Sweden","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2007","2007",158,,
"SWE","Sweden","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2008","2008",155,,
"SWE","Sweden","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2009","2009",132,,
"SWE","Sweden","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2010","2010",123,,
"SWE","Sweden","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2011","2011",138,,
"CHE","Switzerland","TNBD","Total number of doctors","TOT","Total","2008","2008",29653,,
"CHE","Switzerland","TNBD","Total number of doctors","TOT","Total","2009","2009",30166,,
"CHE","Switzerland","TNBD","Total number of doctors","TOT","Total","2010","2010",30273,,
"CHE","Switzerland","TNBD","Total number of doctors","TOT","Total","2011","2011",30849,,
"CHE","Switzerland","TNBD","Total number of doctors","TOT","Total","2012","2012",31858,,
"CHE","Switzerland","DTRD","Domestically-trained doctors","TOT","Total","2008","2008",23174,,
